PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01VQD,r1b2rk1/ppp2p1p/6p1/1N1P2q1/1PPbBp2/6n1/1P2Q1PP/R1B2R1K w - - 5 18,h2g3 g5h6 e2h5 h6h5,1718,75,94,1359,mate mateIn2 middlegame short,https://lichess.org/99i1AIEl#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
01Vce,2r4r/6b1/8/1b1pPQ1k/2p2P2/4P3/PP1B3q/2K5 b - - 7 33,h5h4 d2e1 h2g3 f5g5 h4h3 g5g3,1960,73,95,9279,long mate mateIn3 middlegame pin,https://lichess.org/90JQSZJo/black#65,
01Vky,1r2k1nr/3b1ppp/3Qp3/8/8/B3P1P1/5P1P/1q3RK1 b k - 0 24,b1b6 d6f8,1182,76,92,2371,mate mateIn1 middlegame oneMove,https://lichess.org/MkPK856n/black#47,
01WCP,6k1/p5p1/2R3P1/3pr3/8/4P3/P7/5K2 b - - 0 32,e5e7 c6c8 e7e8 c8e8,877,101,77,48,endgame mate mateIn2 rookEndgame short,https://lichess.org/GEde9LIh/black#63,
01WPJ,8/R5R1/4p2p/3p4/4b1Pk/2r4P/5P1K/8 w - - 5 57,g7h7 c3h3 h2g1 h3h1,1385,79,84,74,endgame mate mateIn2 short,https://lichess.org/FUPqqxNX#112,
01WRz,6k1/p1p2pp1/1p1b3p/3Pq3/2P5/5Q1P/P1R3P1/7K w - - 3 31,c2f2 e5h2,1705,86,51,329,endgame mate mateIn1 oneMove,https://lichess.org/lHH0GP8g#60,
01Wni,2rn2k1/p2bRppp/8/3B2N1/8/8/P4PPP/R1r3K1 w - - 0 24,a1c1 c8c1 e7e1 c1e1,593,102,60,330,backRankMate mate mateIn2 middlegame short,https://lichess.org/X6p6G1Hi#46,
01WoU,6k1/1p4pp/p3r3/2b1r3/5N2/2P5/PP2n1PP/2B1RR1K w - - 4 26,f4e6 e2g3 h2g3 e5h5,1127,76,95,12687,mate mateIn2 middlegame sacrifice short,https://lichess.org/zFo0Fhpa#50,
01Wqv,5r1k/1pp2Npp/p6r/4pP2/2Q1Pq2/8/PP4PP/3R3K b - - 5 32,f8f7 d1d8 f7f8 d8f8,1301,76,85,200,backRankMate endgame mate mateIn2 short,https://lichess.org/HvS3Pp9C/black#63,
01Xg6,B2Qnk1r/p1p2pp1/6q1/2b5/5B2/2P2Np1/PP2P2P/R4R1K w - - 0 19,b2b4 g3g2,1140,81,91,1438,advancedPawn mate mateIn1 middlegame oneMove,https://lichess.org/ZiD8VdXE#36,Bird_Opening Bird_Opening_Froms_Gambit
01Xgf,5r1k/p1p3p1/7p/4p1r1/2P1Nq2/1P5Q/P5PP/3R2K1 w - - 6 32,e4g5 f4f2 g1h1 f2f1 d1f1 f8f1,1186,78,88,132,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/tTxHHZ15#62,
01XlK,r3qr2/2pn2bk/p2p1P2/1p4pp/3PN3/P2Q4/1PP2P2/2K4R b - - 0 22,g7h6 e4g5 h7h8 d3h7,1666,74,94,475,doubleCheck mate mateIn2 middlegame short,https://lichess.org/wKVwsojO/black#43,
01XyB,r5k1/2Q2ppp/6n1/8/3Pq3/p3P3/P5PP/5RK1 b - - 1 37,g6h4 c7f7 g8h8 f7f8 a8f8 f1f8,1126,78,78,114,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/nLHbhLSa/black#73,
01YNx,rn1qkbnr/ppp1ppp1/3p3p/4N3/2B1P1b1/8/PPPP1PPP/RNBQK2R b KQkq - 1 4,g4d1 c4f7,1216,79,75,187,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/pyKwuFBH/black#7,Zukertort_Opening Zukertort_Opening_Wade_Defense
01YV3,1r3rk1/p3R2p/3p2pQ/3q4/3b4/3p4/PP3PPP/1RB4K b - - 3 22,f8f2 h6h7 g8f8 c1h6 d4g7 h7g7,1604,75,93,542,long mate mateIn3 middlegame,https://lichess.org/UFUflidH/black#43,
01Yq1,r4rk1/1bppbppp/p1q5/1p2P3/3p1Q2/1B1P1N2/PPP2PPP/R4RK1 w - - 1 18,f3d4 c6g2,532,106,74,185,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/GYulNd9V#34,Ruy_Lopez Ruy_Lopez_Bird_Variation
01Yqt,8/2p5/3b2kp/3p2p1/P3p1K1/1P2R2P/1B4P1/8 w - - 2 36,h3h4 h6h5 g4h3 g5g4,1364,75,98,6759,endgame mate mateIn2 short,https://lichess.org/mHAjRMmQ#70,
01YyJ,2Q2rk1/p4ppp/1p3q2/3bR3/7N/P5P1/1P3P1P/4R1K1 b - - 0 23,f8c8 e5e8 c8e8 e1e8,815,80,83,53,backRankMate endgame mate mateIn2 short,https://lichess.org/DQs8jnYM/black#45,
01ZiW,8/8/R7/5k2/3r3p/6pP/6P1/6K1 w - - 4 70,a6a7 d4d1,400,95,85,174,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/mfROm9c6#138,
01Zna,5k2/3R4/3P2K1/2p3P1/1p1r4/8/8/8 b - - 0 57,c5c4 d7d8,1412,84,77,564,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/Kji5pGgl/black#113,
01a5v,4r2k/R7/1p6/5ppp/3P1P1K/4P3/PP2QPq1/2R5 w - - 0 32,f4g5 g2h2,1975,81,86,578,endgame mate mateIn1 oneMove,https://lichess.org/NLOK8h0L#62,
01a8M,8/p2R1pkp/1p1R4/8/4PP1K/2r3rP/P7/8 w - - 13 34,d7a7 g3h3 h4g5 c3g3 g5f5 h3h5,1159,79,91,1262,endgame long mate mateIn3 rookEndgame,https://lichess.org/JuRsjYiE#66,
01aBw,5k1r/R5p1/b4n1p/5P1q/5B2/P2p4/6PP/4Q1K1 b - - 0 26,a6b5 e1e7 f8g8 e7g7,1830,77,92,323,mate mateIn2 middlegame short,https://lichess.org/heBgVFGc/black#51,
01aGC,3Q3k/6pp/8/2p1q3/P3p3/3p3P/1rr2PP1/1R3RK1 b - - 3 29,e5e8 d8e8,524,86,60,63,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/czq7d70n/black#57,
01aP5,6rk/3Q2bp/p2p4/q4p2/P7/2p4P/2P5/K3R1R1 b - - 8 34,a5b4 d7g7 g8g7 e1e8 g7g8 g1g8,1517,83,88,107,endgame long mate mateIn3 sacrifice,https://lichess.org/Y9TYZm8S/black#67,
01akv,7r/p1Q2k1p/1p4p1/2pq1r2/3p4/2PP4/PP3P1P/4RRK1 b - - 4 24,f7f6 c7e7,935,89,95,1637,endgame mate mateIn1 oneMove,https://lichess.org/ebzMkU8Q/black#47,
01awh,3r3k/pQ2b1pp/8/8/2p2q1n/2B2p2/PP3P1P/1K4NN w - - 0 27,b7e7 d8d1 b1c2 f4c1,1234,75,93,3620,fork mate mateIn2 middlegame short,https://lichess.org/vReSWTIq#52,
01axW,r5k1/4rpp1/p2b1R2/1ppPq1N1/8/2NQ3P/PP6/5RK1 b - - 0 24,g7f6 d3h7 g8f8 h7h8,1019,80,81,63,mate mateIn2 middlegame short,https://lichess.org/LrYBJ11m/black#47,
01ayA,r3r1k1/p4ppp/2p5/3p4/3bbPP1/2N4q/PPPQ3N/4RRK1 w - - 2 22,d2d4 h3g2,1034,98,81,50,mate mateIn1 middlegame oneMove,https://lichess.org/w6R9zYaz#42,
01b3S,r2q1r1k/4b1p1/p3b2p/4B1pQ/2p1P3/1P1p3P/P2P1P2/2KR2R1 b - - 0 22,c4b3 h5h6 h8g8 h6g7,1354,75,90,1020,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/wBiesuqt/black#43,
01bS3,3r1rk1/2p2ppp/p1n1p1bq/1pN4n/3P4/P1B2P2/1P2B1PP/2RQR2K w - - 6 20,c5a6 h5g3 h1g1 h6e3,1634,98,70,21,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/7WR956me#38,
01bSB,8/8/p7/k1Q5/2K5/8/8/7q b - - 1 52,a5a4 c5b4,955,77,89,872,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/81CUVIR4/black#103,
01blK,8/p1P5/3p2k1/P1Pq1p1p/1P3Q1P/6P1/5RK1/1r6 w - - 3 45,g2h2 b1h1,883,85,58,150,endgame mate mateIn1 oneMove,https://lichess.org/gUVg1MDR#88,
01bwq,r1b2k1r/pppq1ppp/1n6/1B1PQ1B1/8/2P5/P4PPP/R3K2R b KQ - 2 15,d7d6 e5e8,1277,75,98,7532,mate mateIn1 middlegame oneMove,https://lichess.org/uePe07RD/black#29,French_Defense French_Defense_Chigorin_Variation
01c1h,4r1k1/QP2pq2/3p2r1/3N4/4P3/8/P4p1P/1R3R1K w - - 2 30,b7b8q f7f3,1446,91,66,771,mate mateIn1 middlegame oneMove,https://lichess.org/HZh6fMAQ#58,
01dKr,1Q1k3r/5p2/2r1p3/3pP2q/6p1/3B2P1/2P4n/5R1K b - - 2 35,c6c8 b8d6 d8e8 d3b5 c8c6 b5c6,1467,75,92,3938,exposedKing long mate mateIn3 middlegame,https://lichess.org/xCPIW9r6/black#69,
01ehq,2kr3r/1bpp1ppp/1b4q1/p3Pn2/PpN5/1BpP1P2/1P1BQ1PP/R4R1K w - - 0 18,b2c3 f5g3 h2g3 g6h5,1584,75,97,7892,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/KcyZDcQR#34,Ruy_Lopez Ruy_Lopez_Morphy_Defense
01eqy,6r1/p1qk4/QbN5/3p1p2/8/4P1r1/P6P/1R2R1K1 w - - 0 32,h2g3 c7g3 g1f1 g3g2,1557,74,94,4155,mate mateIn2 middlegame short,https://lichess.org/DH25wLla#62,
01esB,2rr4/5pkp/2q1p1p1/1b6/p3P3/P3Q3/BP3PPP/2R3K1 w - - 6 28,c1c6 d8d1 e3e1 d1e1,1280,81,54,235,backRankMate endgame mate mateIn2 short,https://lichess.org/cPimZ8KS#54,
01f0q,r4rk1/ppp1qpp1/1nn1b2p/2b1p3/4N3/2PQ1N1P/PPB2PP1/R1B2RK1 b - - 7 14,a8d8 e4f6 g7f6 d3h7,1003,77,98,318,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/BucW5TYg/black#27,Italian_Game Italian_Game_Giuoco_Pianissimo
01f6o,r3kb1r/pp1qp1p1/2npNp2/7p/4Q3/6P1/PPP1PPKP/R1B2R2 b kq - 3 13,h5h4 e4g6,1070,82,93,567,mate mateIn1 middlegame oneMove,https://lichess.org/XN9vU90M/black#25,Indian_Defense Indian_Defense_Wade-Tartakower_Defense
01fBk,7k/8/8/2prp3/1p2Nnp1/1P6/P4RPP/7K w - - 0 40,g2g3 d5d1 f2f1 d1f1,491,103,90,263,endgame mate mateIn2 short,https://lichess.org/FyjclvgD#78,
01faz,3nrr1k/1ppR2p1/p6p/6NQ/2B2p1P/1P6/P1PK1PP1/q6R b - - 2 22,a1h1 h5h6 g7h6 d7h7,1841,75,92,1420,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/VaOgGVYf/black#43,
01fds,3Q4/p3Nppk/1p2q2p/2p1b3/2P1p3/4P2P/PP3PP1/6K1 b - - 13 35,e5f6 d8g8,817,88,95,306,endgame mate mateIn1 oneMove,https://lichess.org/FORrDVQR/black#69,
01fz7,r2qkb1r/pp1Npppp/4b3/1Np5/Q1P5/8/PP1P1PPP/R1B1R1K1 b kq - 0 13,e6d7 b5d6,1089,75,97,2630,mate mateIn1 middlegame oneMove pin smotheredMate,https://lichess.org/2TXXoWS4/black#25,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack
01gBD,2r4k/pb4pp/1p6/3pP3/3Pn3/2PBq1NQ/PP5P/5R1K b - - 4 23,e3d3 h3c8 b7c8 f1f8,1388,77,84,251,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/Oojuy157/black#45,
01h0o,5rk1/p2b3p/qp1Q1pp1/3N3n/4P3/5P2/P3N1PP/1Rr4K w - - 0 28,e2c1 a6f1,492,102,95,475,mate mateIn1 middlegame oneMove,https://lichess.org/k3tzWcrQ#54,
01h56,r3n3/2q1b1kp/3p2p1/2n2N2/2B1P3/8/1Pp2B2/1NKR3R b - - 1 29,g7h8 h1h7 h8h7 d1h1 e7h4 h1h4,1895,75,93,1218,attraction long master mate mateIn3 middlegame sacrifice,https://lichess.org/uaj4IOa9/black#57,
01hEk,4r2r/p1p2kp1/2p2p2/2Qb4/8/2B3Nq/PPP2R1P/R5K1 w - - 10 30,a1f1 h3g3 h2g3 h8h1,1582,75,92,461,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/snjYKorv#58,
01hRk,3k3r/ppNb4/3B1p2/6pp/2B1P1n1/3P2K1/PPn3PP/7R w - - 0 19,h2h3 h5h4 g3f3 c2d4,1456,75,93,3824,mate mateIn2 middlegame short,https://lichess.org/bJFjAHbe#36,Bishops_Opening Bishops_Opening_Boi_Variation
01hbV,3r2k1/1q3n1p/6p1/2PB1p2/1P6/2Q1P3/2P2PPP/6K1 w - - 0 31,d5b7 d8d1 c3e1 d1e1,601,86,74,523,backRankMate endgame mate mateIn2 short,https://lichess.org/MIAJyKTV#60,
01hmS,r4rk1/p4ppp/Q7/3pb3/1B1Np2q/P3P3/4BPK1/1RR5 w - - 3 26,b4f8 h4h2 g2f1 h2h1,1202,77,86,805,mate mateIn2 middlegame short,https://lichess.org/FMCNOXPz#50,
01hsz,r4rk1/pp3ppp/8/2P1q3/1Q1n4/1P2p3/b1PN1PPP/2KR1B1R w - - 0 17,d2c4 d4e2 f1e2 e5a1,1995,78,88,200,clearance mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/VdlMjcA3#32,French_Defense French_Defense_Exchange_Variation
01hzW,3r4/1p5p/2kb3R/p4pP1/Prp2P2/K3P1N1/1P6/3R4 w - - 0 34,g3f5 b4a4 a3a4 b7b5 a4a5 d8a8,2063,110,38,15,attraction doubleCheck endgame long mate mateIn3 sacrifice,https://lichess.org/084UsBdW#66,
01i3C,6k1/2p2pp1/4p1np/1R6/3Pb3/2P2NB1/5PPP/r5K1 w - - 1 24,f3e1 a1e1,680,92,74,351,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/30wb4u3H#46,
01iF8,5r1k/1p4pp/p5r1/3P4/3Bb2b/2Q5/PP4PP/R4B1K w - - 11 27,a1e1 f8f1 e1f1 e4g2 h1g1 g2f3,2211,78,88,624,discoveredAttack fork long mate mateIn3 middlegame,https://lichess.org/N2fOcxqm#52,
01idC,r4rk1/pb3pbp/2q1p1p1/8/N2p1B2/1P1B4/P1P2nPP/1R1QR1K1 w - - 0 18,g1f2 c6g2,1154,77,81,311,mate mateIn1 middlegame oneMove,https://lichess.org/9JokB1WM#34,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
01iy8,2r3k1/2P2pp1/6r1/3p2qp/3N2b1/2R1P3/3Q1PPP/2R4K w - - 1 28,c3b3 g4f3 c1g1 f3g2 g1g2 g5g2,1726,76,85,131,long mate mateIn3 middlegame,https://lichess.org/2ku2FXte#54,
01jao,2kr3r/ppp2ppp/2nbp3/6B1/P2P2n1/2N2N1q/1PP1BP2/R2QR1K1 w - - 2 14,e2f1 d6h2 g1h1 g4f2,1295,76,95,14906,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/SuiO7G4H#26,Scandinavian_Defense Scandinavian_Defense_Main_Line
01kfp,7r/5pk1/1Qp5/1p1p2P1/3P4/PP2P1Pq/3R4/2R3K1 w - - 1 34,b6c7 h3h1 g1f2 h8h2,1566,74,81,1108,endgame mate mateIn2 short,https://lichess.org/AJXQtOkA#66,
01l5R,5rk1/2p3n1/3p3p/pPp5/P1q2bQ1/5R2/6PP/5R1K w - - 0 33,f3f4 c4f1 f4f1 f8f1,1465,74,89,1684,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/GNv2K66y#64,
01l8L,3r2rk/1pq2pp1/p2pbR1p/8/8/3B4/PPPQ1PPP/3R2K1 b - - 1 24,c7e7 f6h6 g7h6 d2h6,911,75,97,506,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/2v3NoJFT/black#47,
01lTa,r4k2/1bp2pp1/1p1b3p/1N1P4/1pP5/P4B1P/4RPP1/6K1 w - - 0 30,a3b4 a8a1 e2e1 a1e1,1223,77,47,111,endgame mate mateIn2 short,https://lichess.org/Sek68KSv#58,
01liD,8/1pp2p2/p4qp1/1kR4p/1P6/7P/5PP1/1R4K1 b - - 4 36,b5a4 c5a5,990,79,93,485,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/zPOLaCBb/black#71,
01m2j,1r6/1r3pkp/qR2p1p1/2pP4/4P3/5P2/6PP/1R5K w - - 0 27,b6a6 b7b1,734,127,69,20,backRankMate endgame hangingPiece mate mateIn1 oneMove rookEndgame,https://lichess.org/eevDBNLx#52,
01m5k,4r1k1/pp2rp1p/5Rp1/1q6/8/1P4Q1/P4PPP/5RK1 w - - 1 22,a2a4 b5f1 g1f1 e7e1,1189,78,93,2496,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/JiGbkYf4#42,
01mLC,7k/p1q4p/5Pp1/1ppb4/3n1PQ1/2KP4/PP6/2R4R w - - 0 27,h1e1 c7a5 b2b4 a5b4,1738,74,96,10927,endgame mate mateIn2 short,https://lichess.org/eUNPlEHz#52,
01mxd,8/4rk1p/P4p2/5R2/3b4/1P5P/2P3P1/1K6 w - - 1 36,f5d5 e7e1 b1a2 e1a1,1090,232,67,2,endgame mate mateIn2 short,https://lichess.org/AmnKKBMZ#70,
01n7q,Bn2k2r/p3pp1p/3p2p1/8/8/2P3b1/P1QB1P1q/3RR1K1 w k - 5 23,g1f1 h2f2,917,86,88,429,mate mateIn1 middlegame oneMove,https://lichess.org/re67BROS#44,
01nEK,3Q3k/1pb2rpp/p5q1/3Q3n/8/1PN1P2P/1PP3P1/R6K b - - 0 30,c7d8 d5d8 f7f8 d8f8,681,102,62,155,mate mateIn2 middlegame short,https://lichess.org/fe38YKSa/black#59,
01ngC,3r1k1r/1Q4pp/p1n5/qp6/8/2K1PN2/1PP2PPP/3R1B1R w - - 5 18,b2b4 a5b4,631,84,96,175,mate mateIn1 middlegame oneMove,https://lichess.org/RCIWRfkd#34,Englund_Gambit_Complex Englund_Gambit_Complex_Soller_Gambit_Deferred
01nhK,4k2r/Bpp1bpp1/3p1nq1/3P4/2P1p1b1/1P3NP1/1P1NQP1P/4R1K1 b k - 1 18,e4f3 e2e7,474,104,93,536,mate mateIn1 middlegame oneMove,https://lichess.org/SMjPCzBT/black#35,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
01njv,2br1n1k/p5Rp/1p4p1/8/2Bp4/1N5Q/P1P3PP/6K1 b - - 0 30,c8h3 g7g8,1207,77,89,290,endgame mate mateIn1 oneMove,https://lichess.org/HvGPutY7/black#59,
01oZW,2kr3r/ppp1n2p/2nb1p2/3pN1pq/3P4/2P5/PPQN1P2/R1B1RBK1 w - - 0 15,e5c6 h5h2,1191,79,94,636,mate mateIn1 middlegame oneMove,https://lichess.org/ceZjlx7h#28,French_Defense French_Defense_Exchange_Variation
01oq6,1Q5k/6pp/p1n5/3R4/qpp1PP2/7P/PP3BP1/1K6 b - - 0 37,c6b8 d5d8 a4e8 d8e8,943,147,100,20,backRankMate endgame fork mate mateIn2 short,https://lichess.org/UEdvJrDx/black#73,
01our,8/p4R1p/1p4k1/4p3/5n2/PN2KP2/2r4P/8 w - - 1 32,f7a7 c2e2,1492,88,58,339,endgame hookMate mate mateIn1 oneMove,https://lichess.org/7V5KUJI5#62,
01oz9,1k6/1p6/pK4p1/7p/P1P5/4R1P1/6r1/8 b - - 1 35,g2d2 e3e8 d2d8 e8d8,1013,141,43,17,endgame mate mateIn2 rookEndgame short,https://lichess.org/uxLPTKFb/black#69,
01p5M,1r6/p1p2n2/1pk2Pp1/6r1/8/2N5/PPP4K/3R1R2 w - - 2 24,f1g1 b8h8,1187,75,98,4764,endgame mate mateIn1 oneMove,https://lichess.org/duXviz7r#46,
01pRy,6k1/3r2p1/p1b5/1p1qPp2/5B2/Q7/1P4PP/6RK w - - 10 44,a3a6 d5g2 g1g2 d7d1,1447,79,85,123,clearance endgame mate mateIn2 pin sacrifice short,https://lichess.org/Y00u9Q6G#86,
01pl8,3r4/pR1N2p1/2p2p1k/4p2p/2B1Pn1N/1P6/P1P2PPP/3R2K1 w - - 4 31,d7f6 d8d1 c4f1 f4e2 g1h1 d1f1,1051,75,99,708,backRankMate deflection hangingPiece long mate mateIn3 middlegame pin,https://lichess.org/nCrUcojU#60,
01pz8,4qr2/1p1R4/p2Q2pk/4P2p/3P1n1P/8/PP5K/8 b - - 0 35,e8e6 d6f8,985,78,90,223,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/fXA8HUls/black#69,
01q3y,rnb2r2/ppp2B1k/3p3p/2b4Q/4P3/3P4/PP1NKPPP/q7 b - - 0 14,a1b2 h5g6 h7h8 g6h6,1060,74,98,6213,deflection mate mateIn2 middlegame short,https://lichess.org/8Ciw3tYm/black#27,Bishops_Opening Bishops_Opening_Boi_Variation
01qGo,1k1r4/p7/1pQ1pP2/2p4q/P1P4P/8/1BP2PP1/6K1 w - - 1 27,f6f7 d8d1 g1h2 h5h4,1430,436,33,2,endgame mate mateIn2 short,https://lichess.org/vsyYDWH6#52,
01qHx,5k2/p4p1p/1p4p1/8/4P3/2r5/P4PPP/1R4K1 w - - 0 23,b1b2 c3c1,399,119,95,550,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/BF06uOQW#44,
01qIp,5rk1/p5pp/2ppp3/4p2R/4N1q1/5Q2/PPP3P1/1K6 w - - 3 22,f3g4 f8f1 g4d1 f1d1,400,102,93,1529,backRankMate endgame mate mateIn2 short,https://lichess.org/RquBZOf4#42,
01qh2,r1b1r1k1/pp1p1Npp/2p2q2/2bn3Q/2B5/3P4/PPP2PPP/R1B2RK1 w - - 0 12,c4d5 f6f2 g1h1 f2f1,2001,75,95,12375,deflection kingsideAttack mate mateIn2 opening short,https://lichess.org/3VDxYtAy#22,Italian_Game Italian_Game_Giuoco_Pianissimo
01qhs,2r2k2/R4B1p/1p2p3/8/4P3/1P2P1P1/P2r3P/6K1 w - - 1 24,f7e6 c8c1,645,77,93,455,endgame mate mateIn1 oneMove,https://lichess.org/ht0tUadV#46,
01rGp,1r6/5pkp/6p1/8/8/8/1pR2PPP/rR4K1 w - - 2 39,c2b2 a1b1 b2b1 b8b1,822,93,93,427,backRankMate endgame mate mateIn2 rookEndgame short xRayAttack,https://lichess.org/bxPR69ZC#76,
01riG,8/8/6kp/2R1PNp1/2P5/1P4K1/r7/4n3 w - - 5 35,e5e6 a2g2 g3h3 g5g4 h3h4 e1f3,1478,76,97,20777,endgame exposedKing long mate mateIn3,https://lichess.org/XCT1rd46#68,
01rp4,8/ppQ3p1/2b1p1k1/3q1n2/3P4/4B3/5PPP/R5K1 w - - 3 28,c7f4 d5g2,724,97,88,359,endgame mate mateIn1 oneMove,https://lichess.org/dN3MD73I#54,
01sDW,r2q2k1/ppp3p1/2npbn1B/2bNp3/4P3/3P2Q1/PPP2PPP/R4RK1 b - - 0 13,e6d5 g3g7,603,103,80,59,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/gTmO5l6K/black#25,Four_Knights_Game Four_Knights_Game_Italian_Variation
01sr1,8/k7/p5R1/1p5p/3b1P1K/1P1r3P/1P2R1P1/7r b - - 0 48,h1d1 e2e7 a7b8 g6g8,840,87,94,757,endgame mate mateIn2 short,https://lichess.org/PFhVPn5z/black#95,
01srl,2r1r3/pQ5p/5kp1/1P6/P7/8/5PPP/4R1K1 w - - 1 34,e1e8 c8c1 e8e1 c1e1,711,81,96,3143,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/T6cxLj6c#66,
01sub,3r2kr/p5pp/1p2Q3/2pNP3/3n4/4B3/PP4PP/5RK1 b - - 0 26,d4e6 d5e7,703,76,100,277,endgame mate mateIn1 oneMove,https://lichess.org/Ftx7Gnzi/black#51,
01t6f,r4rk1/2qb2pp/p2bp3/1p1nnN2/1P2Q3/P1P3N1/2B2PPP/R1B2RK1 b - - 0 21,d5c3 f5h6 g7h6 e4h7,1886,75,95,7936,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/zgaMr6Zr/black#41,
01tqF,2r2rk1/p4ppp/1p2p3/3pP2Q/3N4/7R/P4PPP/R1q3K1 w - - 1 23,a1c1 c8c1 h5d1 c1d1,600,108,53,180,backRankMate endgame mate mateIn2 short,https://lichess.org/owD26G0W#44,
01tyT,8/5p2/3Q4/6pk/PP4qp/6P1/5PKP/8 w - - 2 48,d6c5 h4h3 g2f1 g4d1,1340,75,93,396,endgame mate mateIn2 queenEndgame short,https://lichess.org/nHIZqqzx#94,
01u1D,5rk1/5Qpp/1r3p2/6q1/1PB4n/P6P/5PP1/3R1R1K b - - 0 22,f8f7 d1d8,832,99,77,134,mate mateIn1 middlegame oneMove pin,https://lichess.org/DVuLGJSS/black#43,
01uFt,2k1q3/pp1r4/6p1/3p4/6Q1/1B6/PPP5/1K1R4 w - - 0 33,d1d5 e8e1 d5d1 e1d1 g4d1 d7d1,643,91,54,33,backRankMate endgame long mate mateIn3,https://lichess.org/HCzogcJU#64,
01uYa,r4rk1/ppp2Rpp/8/4q3/2Bb2b1/2N5/PP4PP/R4Q1K b - - 0 17,g8h8 f7f8 a8f8 f1f8,592,86,72,266,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/2ChO3iiL/black#33,Italian_Game Italian_Game_Giuoco_Pianissimo
01ur6,r2q2k1/4p1b1/5pN1/2p2Qp1/8/1p1P2P1/1PPK2P1/7R b - - 1 28,b3c2 f5e6,1495,81,86,2046,endgame mate mateIn1 oneMove,https://lichess.org/bZrVblU1/black#55,
01vCu,rn2r1k1/ppp2ppp/3p4/8/3qP3/4BQP1/P1P4P/R4RK1 b - - 3 17,d4e5 f3f7 g8h8 f7f8 e8f8 f1f8,939,91,91,1481,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/sEAi1dbu/black#33,Vienna_Game Vienna_Game_Vienna_Gambit
01vI5,r2qr1k1/pp4pp/5bn1/3p2N1/Q4Bb1/2N5/PP1R1PPP/4R1K1 w - - 6 19,c3d5 e8e1,1108,174,50,10,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/iRmPOyg7#36,
01vlx,8/8/8/7p/5Kpk/7P/6P1/8 b - - 1 54,g4h3 g2g3,1214,86,50,31,endgame mate mateIn1 oneMove pawnEndgame,https://lichess.org/hc1vvFPF/black#107,
01voN,4q1k1/pppb1p1p/3p2pb/3P4/2PQ1P2/2B2BP1/PP5P/6K1 b - - 1 24,h6g7 d4g7,1010,125,47,31,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/mvYIfa98/black#47,
01vqY,2r3k1/pR5p/3bpq1p/3p4/8/P2Q1NP1/5P1P/6K1 b - - 2 30,c8f8 d3h7,659,88,88,454,endgame mate mateIn1 oneMove,https://lichess.org/KTXmT2Mb/black#59,
01vxK,6rk/1R3Qp1/6Pp/p6P/8/2PP1p2/K7/3q4 b - - 0 50,d1d3 f7g8 h8g8 b7b8 d3d8 b8d8,1304,89,60,47,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/Jz82SN2j/black#99,
01w3s,r4r1k/ppp1q1pp/6N1/5Q2/2B5/2P5/P1P2PPP/2KR4 b - - 2 21,h7g6 f5h3 e7h4 h3h4,1080,73,97,4974,endgame mate mateIn2 short,https://lichess.org/vDbgzIXr/black#41,
